index,word,weight,number_of_words
946,meladeni,3.0,1.0
947,perbincangan,2.0,1.0
948,merenangi,1.0,1.0
949,kesepakatan,3.0,1.0
950,itihad,3.0,1.0
951,menyelami,3.0,1.0
952,forum,2.0,1.0
953,penginapan,2.0,1.0
954,super,3.0,1.0
955,menggores,1.0,1.0
956,kencan,3.0,1.0
957,pengakuan,2.0,1.0
958,imbang,2.0,1.0
959,duluan,2.0,1.0
960,ngobrol,1.0,1.0
961,bismillah,4.0,1.0
962,tekan,1.0,1.0
963,pembahasan,1.0,1.0
964,berkualitas,4.0,1.0
965,ketiadaan,1.0,1.0
966,tandang,1.0,1.0
967,kestabilan,4.0,1.0
968,mengontak,1.0,1.0
969,memarkir,1.0,1.0
970,arung,1.0,1.0
971,cintai,4.0,1.0
972,tayang,3.0,1.0
973,balas,1.0,1.0
974,enjoy,3.0,1.0
975,kuy,1.0,1.0
976,motel,1.0,1.0
977,tengok,2.0,1.0
978,dangkal,1.0,1.0
979,deres,1.0,1.0
980,menelungkup,1.0,1.0
981,mirip,1.0,1.0
982,permufakatan,3.0,1.0
983,booking,2.0,1.0
984,plus,2.0,1.0
985,baiknya,1.0,1.0
986,meniti,2.0,1.0
987,reply,2.0,1.0
988,musyawarah,2.0,1.0
989,bernas,2.0,1.0
990,tambah,3.0,1.0
991,losmen,2.0,1.0
992,kenek,1.0,1.0
993,kerjaan,2.0,1.0
994,tukar pikiran,3.0,2.0
995,teh,1.0,1.0
996,pembeli,2.0,1.0
997,lihat,3.0,1.0
998,hotel,1.0,1.0
999,bertingkat,1.0,1.0
1000,berbobot,2.0,1.0
1001,perilaku,2.0,1.0
1002,menghubungi,1.0,1.0
1003,menanggapi,3.0,1.0
1004,pengirim,1.0,1.0
1005,pengangkut,1.0,1.0
1006,rajah,1.0,1.0
1007,gerak laku,1.0,2.0
1008,setara,2.0,1.0
1009,semerbak,2.0,1.0
1010,arsitektur,2.0,1.0
1011,selayaknya,3.0,1.0
1012,rute,2.0,1.0
1013,size,1.0,1.0
1014,diskon,2.0,1.0
1015,erang,1.0,1.0
1016,saksama,2.0,1.0
1017,konstelasi,2.0,1.0
1018,koneksi,2.0,1.0
1019,tergelak,4.0,1.0
1020,sketsa,2.0,1.0
1021,gelagat,1.0,1.0
1022,tingkah laku,1.0,2.0
1023,maklum,3.0,1.0
1024,kebijakan,3.0,1.0
1025,sepatutnya,2.0,1.0
1026,beranda,1.0,1.0
1027,permenungan,2.0,1.0
1028,rapal,1.0,1.0
1029,kemiripan,2.0,1.0
1030,tertawa,5.0,1.0
1031,sadar,2.0,1.0
1032,berkarya,3.0,1.0
1033,sewajarnya,2.0,1.0
1034,menegarkan,2.0,1.0
1035,great,3.0,1.0
1036,menyanjung-sanjung,2.0,1.0
1037,membunyikan,2.0,1.0
1038,dateng,2.0,1.0
1039,merapat,1.0,1.0
1040,merata,1.0,1.0
1041,antologi,1.0,1.0
1042,pengalaman,2.0,1.0
1043,rame,2.0,1.0
1044,saran,2.0,1.0
1045,adil,4.0,1.0
1046,fulanah,1.0,1.0
1047,coretan,2.0,1.0
1048,ketawa,4.0,1.0
1049,bertemu,2.0,1.0
1050,persamaan,2.0,1.0
1051,guruh,2.0,1.0
1052,lumayan,1.0,1.0
1053,mengembang,1.0,1.0
1054,selfie,2.0,1.0
1055,album,3.0,1.0
1056,kiprah,3.0,1.0
1057,dihati,3.0,1.0
1058,verbal,1.0,1.0
1059,suratan takdir,2.0,2.0
1060,stabil,3.0,1.0
1061,memuji-muji,4.0,1.0
1062,lagak,2.0,1.0
1063,terindah,5.0,1.0
1064,aksi,2.0,1.0
1065,sikap,2.0,1.0
1066,terlewat,1.0,1.0
1067,menegur,2.0,1.0
1068,ngopi,3.0,1.0
1069,solo,2.0,1.0
1070,teguk,2.0,1.0
1071,kalap,1.0,1.0
1072,jatah,3.0,1.0
1073,engah,1.0,1.0
1074,untung,3.0,1.0
1075,eaa,1.0,1.0
1076,jujur,4.0,1.0
1077,keras hati,1.0,2.0
1078,koleksi,1.0,1.0
1079,pertahanin,1.0,1.0
1080,undang,2.0,1.0
1081,berdendang,4.0,1.0
1082,hoki,3.0,1.0
1083,peruntungan,4.0,1.0
1084,mantap,5.0,1.0
1085,sugesti,2.0,1.0
1086,tuah,1.0,1.0
1087,patuh,4.0,1.0
1088,keaktifan,2.0,1.0
1089,melambungkan,2.0,1.0
1090,pelajaran,2.0,1.0
1091,usul,2.0,1.0
1092,tenggang,1.0,1.0
1093,sebanding,3.0,1.0
1094,getol,2.0,1.0
1095,gila-gilaan,2.0,1.0
1096,melafalkan,2.0,1.0
1097,terjaga,2.0,1.0
1098,berserah,2.0,1.0
1099,rohaniah,2.0,1.0
1100,sepantasnya,2.0,1.0
1101,ratu,2.0,1.0
1102,mencium telapak kaki,1.0,3.0
1103,daya upaya,3.0,2.0
1104,setimpal,2.0,1.0
1105,pasrah,3.0,1.0
1106,buka,3.0,1.0
1107,mahal,1.0,1.0
1108,bertukar akal,1.0,2.0
1109,kepuasan,3.0,1.0
1110,mafhum,3.0,1.0
1111,siuman,3.0,1.0
1112,meluas,2.0,1.0
1113,perkembangan,2.0,1.0
1114,tekun,4.0,1.0
1115,melek,2.0,1.0
1116,lupain,1.0,1.0
1117,musik,2.0,1.0
1118,siapa,1.0,1.0
1119,nikmati,3.0,1.0
1120,dongeng,3.0,1.0
1121,adek,1.0,1.0
1122,streng,1.0,1.0
1123,akidah,3.0,1.0
1124,sponsor,2.0,1.0
1125,keliatan,2.0,1.0
1126,penunjang,3.0,1.0
1127,kerasan,2.0,1.0
1128,ketaatan,3.0,1.0
1129,pendukung,4.0,1.0
1130,telaten,4.0,1.0
1131,malu,2.0,1.0
1132,suporter,3.0,1.0
1133,gempita,4.0,1.0
1134,hingar,2.0,1.0
1135,ikat,1.0,1.0
1136,kontak,2.0,1.0
1137,kenyamanan,4.0,1.0
1138,kelahiran,3.0,1.0
1139,diproses,1.0,1.0
1140,penanganan,1.0,1.0
1141,maslahat,3.0,1.0
1142,ketetapan hati,3.0,2.0
1143,solusi,3.0,1.0
1144,pacarnya,2.0,1.0
1145,homogen,2.0,1.0
1146,gepok,2.0,1.0
1147,sekolah,3.0,1.0
1148,relasi,3.0,1.0
1149,peristiwa,2.0,1.0
1150,sastra,2.0,1.0
1151,wajar,3.0,1.0
1152,gegap,2.0,1.0
1153,import,2.0,1.0
1154,lukisan,2.0,1.0
1155,cercah,2.0,1.0
1156,lupakan,1.0,1.0
1157,dikonfirmasi,3.0,1.0
1158,perkasa,4.0,1.0
1159,laba,4.0,1.0
1160,esai,2.0,1.0
1161,sumbu,2.0,1.0
1162,iman,3.0,1.0
1163,insiden,1.0,1.0
1164,slow,1.0,1.0
1165,dogmatis,2.0,1.0
1166,penyokong,3.0,1.0
1167,merilis,3.0,1.0
1168,ekspres,3.0,1.0
1169,hikmat,3.0,1.0
1170,dahsyat,2.0,1.0
1171,bersamamu,3.0,1.0
1172,cute,5.0,1.0
1173,keuntungan,4.0,1.0
1174,baiklah,2.0,1.0
1175,keteguhan hati,3.0,2.0
1176,resolusi,3.0,1.0
1177,memudar,2.0,1.0
1178,kekuatan batin,3.0,2.0
1179,menjadi-jadi,1.0,1.0
1180,kumbang,1.0,1.0
1181,alot,1.0,1.0
1182,persahabatan,4.0,1.0
1183,simple,3.0,1.0
1184,selengkapnya,1.0,1.0
1185,hiruk,1.0,1.0
1186,okeey,2.0,1.0
1187,deras,2.0,1.0
1188,ceritanya,2.0,1.0
1189,komunikasi,2.0,1.0
1190,dicoba,2.0,1.0
1191,dikirim,2.0,1.0
1192,kekeliruan,1.0,1.0
1193,mancing,2.0,1.0
1194,demen,3.0,1.0
1195,penyelesaian,2.0,1.0
1196,tewas,1.0,1.0
1197,proud,5.0,1.0
1198,tergila-gila,3.0,1.0
1199,voucher,3.0,1.0
1200,ngaku,2.0,1.0
1201,penanggulangan,2.0,1.0
1202,anjir,1.0,1.0
1203,keteguhan batin,3.0,2.0
1204,perebutan,1.0,1.0
1205,berkah,4.0,1.0
1206,arak,2.0,1.0
1207,kaya,2.0,1.0
1208,ngalah,2.0,1.0
1209,tulus hati,4.0,2.0
1210,mimpian,2.0,1.0
1211,team,1.0,1.0
1212,silir-semilir,2.0,1.0
1213,moga-moga,1.0,1.0
1214,yaaaa,1.0,1.0
1215,kado,2.0,1.0
1216,terimaksih,4.0,1.0
1217,berlimpah,1.0,1.0
1218,mendarat,1.0,1.0
1219,doain,2.0,1.0
1220,baby,2.0,1.0
1221,challenge,2.0,1.0
1222,mulus,4.0,1.0
1223,berdansa,3.0,1.0
1224,prajurit,2.0,1.0
1225,cintaku,4.0,1.0
1226,welcome,4.0,1.0
1227,mengenal,1.0,1.0
1228,berjilbab,3.0,1.0
1229,kerinduan,2.0,1.0
1230,kalem,4.0,1.0
1231,memantai,1.0,1.0
1232,nungguin,1.0,1.0
1233,game,2.0,1.0
1234,leleh,1.0,1.0
1235,ampun,1.0,1.0
1236,amalan,4.0,1.0
1237,tuntas,2.0,1.0
1238,temennya,1.0,1.0
1239,kukuh,2.0,1.0
1240,rida,2.0,1.0
1241,kepercayaan,3.0,1.0
1242,masjid,3.0,1.0
1243,mengucup,2.0,1.0
1244,bantuin,3.0,1.0
1245,ibadah,4.0,1.0
1246,umum,1.0,1.0
1247,pelangi,4.0,1.0
1248,rejeki,4.0,1.0
1249,tunai,3.0,1.0
1250,membahagiakan,4.0,1.0
1251,quran,3.0,1.0
1252,produktif,2.0,1.0
1253,alhamdulilah,3.0,1.0
1254,rampung,3.0,1.0
1255,tertata,3.0,1.0
1256,solusinya,3.0,1.0
1257,ikhlas,4.0,1.0
1258,terbiasa,3.0,1.0
1259,shiawase,2.0,1.0
1260,kliyengan,1.0,1.0
1261,pengaman,2.0,1.0
1262,yank,2.0,1.0
1263,amin,2.0,1.0
1264,subur,2.0,1.0
1265,gelak,2.0,1.0
1266,betul,2.0,1.0
1267,religi,1.0,1.0
1268,memasuki,2.0,1.0
1269,keprihatinan,2.0,1.0
1270,nestapa,1.0,1.0
1271,khawatir,1.0,1.0
1272,masak,2.0,1.0
1273,birthday,4.0,1.0
1274,khayal,2.0,1.0
1275,berparade,1.0,1.0
1276,pantes,1.0,1.0
1277,rapi,3.0,1.0
1278,surau,2.0,1.0
1279,dimiliki,1.0,1.0
1280,siap,1.0,1.0
1281,koordinasikan,1.0,1.0
1282,kebanyakan,2.0,1.0
1283,goreng,1.0,1.0
1284,normal,1.0,1.0
1285,tertarik,2.0,1.0
1286,mengimbangi,1.0,1.0
1287,bersahabat,2.0,1.0
1288,sejati,3.0,1.0
1289,undangan,1.0,1.0
1290,smpai,1.0,1.0
1291,mencinta,5.0,1.0
1292,kuat,2.0,1.0
1293,hati-hati,2.0,1.0
1294,menghadiahi,4.0,1.0
1295,pseudonim,2.0,1.0
1296,mengingat-ingat,2.0,1.0
1297,juta,2.0,1.0
1298,ustazah,3.0,1.0
1299,dicuekin,1.0,1.0
1300,judul,2.0,1.0
1301,kekayaan,2.0,1.0
1302,modal,2.0,1.0
1303,pelita,4.0,1.0
1304,novel,2.0,1.0
1305,cegak,1.0,1.0
1306,sahabatnya,3.0,1.0
1307,resmi,2.0,1.0
1308,mudahan,1.0,1.0
1309,sukacita,2.0,1.0
1310,formal,2.0,1.0
1311,liburan,3.0,1.0
1312,pendek,1.0,1.0
1313,ingat,2.0,1.0
1314,prospek,3.0,1.0
1315,gurih,1.0,1.0
1316,matahari,2.0,1.0
1317,visi,2.0,1.0
1318,familiar,2.0,1.0
1319,pantas,1.0,1.0
1320,ganteng,4.0,1.0
1321,jaga-jaga,1.0,1.0
1322,menyesal,1.0,1.0
1323,substansi,1.0,1.0
1324,ganjaran balasan,1.0,2.0
1325,jagoan,3.0,1.0
1326,berirama,4.0,1.0
1327,lihai,2.0,1.0
1328,artis,2.0,1.0
1329,portofolio,2.0,1.0
1330,alaikum,2.0,1.0
1331,teratur,4.0,1.0
1332,aduh,-3.0,1.0
1333,bersesal,1.0,1.0
1334,bonus,4.0,1.0
1335,kekeluargaan,4.0,1.0
1336,melengkapi,3.0,1.0
1337,invitasi,2.0,1.0
1338,upah,1.0,1.0
1339,globe,1.0,1.0
1340,menginsafi,3.0,1.0
1341,banyak akal,3.0,2.0
1342,mumpung,2.0,1.0
1343,suara,2.0,1.0
1344,besar hati,3.0,2.0
1345,better,2.0,1.0
1346,jeli,4.0,1.0
1347,hemat,4.0,1.0
1348,terlanjur,1.0,1.0
1349,entitas,1.0,1.0
1350,tajam mata,2.0,2.0
1351,mendalam,3.0,1.0
1352,insaf,2.0,1.0
1353,pertiwi,3.0,1.0
1354,imbalan,1.0,1.0
1355,premium,2.0,1.0
1356,simpatik,2.0,1.0
1357,fantasy,2.0,1.0
1358,mentab,2.0,1.0
1359,memberi,2.0,1.0
1360,ngajak,1.0,1.0
1361,sayangnya,1.0,1.0
1362,salambersama,1.0,1.0
1363,muji,2.0,1.0
1364,mengerti,2.0,1.0
1365,lezat,5.0,1.0
1366,tentangan,2.0,1.0
1367,kepoin,2.0,1.0
1368,sedap,5.0,1.0
1369,tahan lama,1.0,2.0
1370,lulus,5.0,1.0
1371,mengganyang,1.0,1.0
1372,ijtihad,3.0,1.0
1373,ahli agama,1.0,2.0
1374,pangeran,1.0,1.0
1375,sahaja,2.0,1.0
1376,meredam,1.0,1.0
1377,merasai,1.0,1.0
1378,solat,1.0,1.0
1379,pendapatan,2.0,1.0
1380,waspada,3.0,1.0
1381,menyuap,1.0,1.0
1382,ajakan,1.0,1.0
1383,menyadari,2.0,1.0
1384,ramah,5.0,1.0
1385,satir,1.0,1.0
1386,silaturahim,4.0,1.0
1387,dibayar,3.0,1.0
1388,terencana,2.0,1.0
1389,pundi-pundi,2.0,1.0
1390,promote,3.0,1.0
1391,menyusutkan,1.0,1.0
1392,kebaikan,4.0,1.0
1393,menyempurnakan,3.0,1.0
1394,majubersama,3.0,1.0
1395,oportunitas,3.0,1.0
1396,dialog,1.0,1.0
1397,standardisasi,2.0,1.0
1398,jualan,1.0,1.0
1399,menyenangkan,4.0,1.0
1400,melarutkan,1.0,1.0
1401,perduli,4.0,1.0
1402,cocok,4.0,1.0
1403,trimakasih,4.0,1.0
1404,pahala,2.0,1.0
1405,menabung,4.0,1.0
1406,pemberian,2.0,1.0
1407,ustadz,3.0,1.0
1408,pemandangan,2.0,1.0
1409,semakin,2.0,1.0
1410,ringan kepala,2.0,2.0
1411,karib,4.0,1.0
1412,mksh,2.0,1.0
1413,perlawanan,1.0,1.0
1414,berpandangan,1.0,1.0
1415,garis besar,2.0,2.0
1416,beranak-pinak,2.0,1.0
1417,fair,3.0,1.0
1418,berarti,1.0,1.0
1419,asli,2.0,1.0
1420,kerja keras,3.0,2.0
1421,natural,1.0,1.0
1422,bersimpati,4.0,1.0
1423,tulus,4.0,1.0
1424,otak encer,2.0,2.0
1425,menyuplai,2.0,1.0
1426,refleksi,3.0,1.0
1427,menemukan,2.0,1.0
1428,perjuangin,3.0,1.0
1429,berpendidikan,3.0,1.0
1430,syukuri,3.0,1.0
1431,talen,2.0,1.0
1432,pertahankan,1.0,1.0
1433,kecakapan,2.0,1.0
1434,dede,1.0,1.0
1435,bermutu,3.0,1.0
1436,kebangkitan,2.0,1.0
1437,lancarkan,3.0,1.0
1438,berhajat,2.0,1.0
1439,nabi,2.0,1.0
1440,kualifikasi,2.0,1.0
1441,luar biasa,4.0,2.0
1442,intim,2.0,1.0
1443,peka,2.0,1.0
1444,awet,4.0,1.0
1445,sahabatku,3.0,1.0
1446,berbudi pekerti yang baik,3.0,4.0
1447,ramaikan,3.0,1.0
1448,reka,1.0,1.0
1449,bantu,3.0,1.0
1450,sensitif,1.0,1.0
1451,bermanfaat,5.0,1.0
1452,gede,2.0,1.0
1453,bijaksana,1.0,1.0
1454,berharga,3.0,1.0
1455,congrats,3.0,1.0
1456,aliansi,1.0,1.0
1457,cadangan,2.0,1.0
1458,kapabilitas,3.0,1.0
1459,bangsawan,2.0,1.0
1460,kekal,3.0,1.0
1461,nikah,2.0,1.0
1462,akrab,3.0,1.0
1463,kagum,3.0,1.0
1464,becus,1.0,1.0
1465,soleha,3.0,1.0
1466,tercengang,1.0,1.0
1467,mengingatkan,3.0,1.0
1468,gws,2.0,1.0
1469,diajak,1.0,1.0
1470,memfasilitasi,2.0,1.0
1471,mempersiapkan,1.0,1.0
1472,girang,3.0,1.0
1473,imam,1.0,1.0
1474,terpesona,4.0,1.0
1475,disayang,3.0,1.0
1476,mampu,2.0,1.0
1477,ngelupain,1.0,1.0
1478,upaya,1.0,1.0
1479,bernilai,2.0,1.0
1480,usaha,1.0,1.0
1481,harmonis,3.0,1.0
1482,cerdik,2.0,1.0
1483,takjub,4.0,1.0
1484,menyiapkan,1.0,1.0
1485,mengasihi,2.0,1.0
1486,terpana,1.0,1.0
1487,sunyi,1.0,1.0
1488,penyeragaman,1.0,1.0
1489,mengucil,1.0,1.0
1490,segenap,2.0,1.0
1491,persiapan,2.0,1.0
1492,cendekia,3.0,1.0
1493,permata,3.0,1.0
1494,natal,1.0,1.0
1495,terpukau,2.0,1.0
1496,naik ke pelaminan,3.0,3.0
1497,gembira,5.0,1.0
1498,pelajar,1.0,1.0
1499,bertanya,2.0,1.0
1500,meminati,3.0,1.0
1501,ngurusin,2.0,1.0
1502,terkesima,4.0,1.0
1503,mencurigai,1.0,1.0
1504,show,2.0,1.0
1505,inteligen,1.0,1.0
1506,rajin,4.0,1.0
1507,hijau,3.0,1.0
1508,tajam otak,4.0,2.0
1509,empuk,3.0,1.0
1510,berjaga-jaga,1.0,1.0
1511,personalitas,1.0,1.0
1512,diam,1.0,1.0
1513,perataan,2.0,1.0
1514,persediaan,3.0,1.0
1515,kesediaan,1.0,1.0
1516,cium,3.0,1.0
1517,qadim,3.0,1.0
1518,fine,3.0,1.0
1519,terbuka,3.0,1.0
1520,alamiah,2.0,1.0
1521,pemenang,3.0,1.0
1522,menyukai,4.0,1.0
1523,terselenggaranya,3.0,1.0
1524,dengar,2.0,1.0
1525,cintamu,3.0,1.0
1526,berpengetahuan,4.0,1.0
1527,tablig,1.0,1.0
1528,bersiap,1.0,1.0
1529,koordinator,2.0,1.0
1530,sumringah,4.0,1.0
1531,kebolehan,2.0,1.0
1532,berkeluarga,2.0,1.0
1533,santai,2.0,1.0
1534,mencintai,3.0,1.0
1535,kepandaian,4.0,1.0
1536,riang,3.0,1.0
1537,senang,5.0,1.0
1538,menyediakan,2.0,1.0
1539,diamond,3.0,1.0
1540,cool,2.0,1.0
1541,kerjasama,3.0,1.0
1542,perlu,2.0,1.0
1543,sanggup,2.0,1.0
1544,baginda,2.0,1.0
1545,terang akal,3.0,2.0
1546,menyeni,1.0,1.0
1547,smga,1.0,1.0
1548,bersedia,1.0,1.0
1549,teduh,2.0,1.0
1550,menghidangkan,2.0,1.0
1551,cekatan,2.0,1.0
1552,perak,1.0,1.0
1553,ratna,2.0,1.0
1554,menaruh hati,3.0,2.0
1555,gombal,2.0,1.0
1556,cantrik,3.0,1.0
1557,berimbuh,1.0,1.0
1558,genius,3.0,1.0
1559,tangkas,2.0,1.0
1560,naikkan,1.0,1.0
1561,taman,1.0,1.0
1562,menyayangi,4.0,1.0
1563,bersemi,3.0,1.0
1564,music,1.0,1.0
1565,keseruan,3.0,1.0
1566,antipati,2.0,1.0
1567,merasuk,2.0,1.0
1568,manfaatnya,3.0,1.0
1569,fitrah,3.0,1.0
1570,memperkuat,3.0,1.0
1571,seindah,3.0,1.0
1572,kecantikan,2.0,1.0
1573,mata pencaharian,2.0,2.0
1574,terkini,3.0,1.0
1575,hamba allah,3.0,2.0
1576,khasiat,4.0,1.0
1577,lafal,2.0,1.0
1578,rasuk,2.0,1.0
1579,liat,2.0,1.0
1580,hati,2.0,1.0
1581,jihad,3.0,1.0
1582,larut,1.0,1.0
1583,pundi,2.0,1.0
1584,jilbab,3.0,1.0
1585,informasi,2.0,1.0
1586,turun,1.0,1.0
1587,seni,1.0,1.0
1588,selenggara,3.0,1.0
1589,rapat,1.0,1.0
1590,tabung,3.0,1.0
1591,kantong,1.0,1.0
1592,karya,3.0,1.0
1593,keroyok,1.0,1.0
1594,tunjang,3.0,1.0
1595,jempol,4.0,1.0
1596,koordinasi,1.0,1.0
1597,renang,1.0,1.0
1598,bincang,2.0,1.0
1599,pesona,4.0,1.0
1600,sahut,1.0,1.0
1601,edar,2.0,1.0
1602,dandan,4.0,1.0
1603,mahir,4.0,1.0
1604,pandu,3.0,1.0
1605,ken,3.0,1.0
1606,pikir,1.0,1.0
1607,pindah,1.0,1.0
1608,pasuk,2.0,1.0
1609,rata,1.0,1.0
1610,naik,1.0,1.0
1611,labuh,3.0,1.0
1612,dapat,2.0,1.0
1613,usik,1.0,1.0
1614,menang,4.0,1.0
1615,guna,1.0,1.0
1616,tanya,2.0,1.0
1617,pukau,2.0,1.0
1618,moga,1.0,1.0
1619,neng,5.0,1.0
1620,longgar,3.0,1.0
1621,zikir,4.0,1.0
1622,baring,2.0,1.0
1623,pati,3.0,1.0
1624,keliru,1.0,1.0
1625,kucup,2.0,1.0
1626,aku,2.0,1.0
1627,bom,1.0,1.0
1628,aib,1.0,1.0
1629,kerubung,1.0,1.0
1630,bangan,2.0,1.0
1631,bunga,3.0,1.0
1632,boleh,2.0,1.0
1633,imbuh,1.0,1.0
1634,cengang,1.0,1.0
1635,sembahyang,5.0,1.0
1636,syukur,5.0,1.0
1637,cinta,3.0,1.0
1638,jelas,1.0,1.0
1639,tingkat,1.0,1.0
1640,timba ilmu,4.0,2.0
1641,lakon,1.0,1.0
1642,rencana,2.0,1.0
1643,hendak,1.0,1.0
1644,limpah,1.0,1.0
1645,kembang,3.0,1.0
1646,menung,2.0,1.0
1647,tuntut ilmu,4.0,2.0
1648,amuk,1.0,1.0
1649,irama,4.0,1.0
1650,citra,2.0,1.0
1651,darat,1.0,1.0
1652,jatuh,1.0,1.0
1653,sudi,2.0,1.0
1654,muas,5.0,1.0
1655,hangat,4.0,1.0
1656,selaras,3.0,1.0
1657,bangkit,2.0,1.0
1658,sir,2.0,1.0
1659,banding,3.0,1.0
1660,kuat duga,2.0,2.0
1661,tumpu,1.0,1.0
1662,guru,3.0,1.0
1663,langgan,2.0,1.0
1664,sinkron,1.0,1.0
1665,daftar,1.0,1.0
1666,jernih suasana,1.0,2.0
1667,lam,3.0,1.0
1668,bawa,1.0,1.0
1669,benar,2.0,1.0
1670,surat takdir,2.0,2.0
1671,prasangka,1.0,1.0
1672,kuntit,1.0,1.0
1673,asosiasi,3.0,1.0
1674,jungkal,1.0,1.0
1675,tegar,2.0,1.0
1676,suguh,2.0,1.0
1677,suasana hati,1.0,2.0
1678,rumah tangga,2.0,2.0
1679,banyak,3.0,1.0
1680,dukung,4.0,1.0
1681,keluarga,4.0,1.0
1682,lengkap,2.0,1.0
1683,sedia,2.0,1.0
1684,teladan,4.0,1.0
1685,inap,2.0,1.0
1686,patut,2.0,1.0
1687,singsing,3.0,1.0
1688,sabar,5.0,1.0
1689,timbun,1.0,1.0
1690,lanjur,1.0,1.0
1691,lapor,2.0,1.0
1692,proses,1.0,1.0
1693,kuasa,3.0,1.0
1694,simpat,4.0,1.0
1695,teguh hati,3.0,2.0
1696,mata cahari,2.0,2.0
1697,heboh,1.0,1.0
1698,sempurna,3.0,1.0
1699,erti,2.0,1.0
1700,cengkeram,1.0,1.0
1701,luang,2.0,1.0
1702,kirim,2.0,1.0
1703,tukar pikir,3.0,2.0
1704,ringan,2.0,1.0
1705,nyali,4.0,1.0
1706,gapai,3.0,1.0
1707,nyala,2.0,1.0
1708,angkut,1.0,1.0
1709,tanggap,3.0,1.0
1710,aji,4.0,1.0
1711,tanggulang,2.0,1.0
1712,coba,2.0,1.0
1713,hajat,1.0,1.0
1714,aja,1.0,1.0
1715,sampai,2.0,1.0
1716,bobot,2.0,1.0
1717,harga,3.0,1.0
1718,kejut,3.0,1.0
1719,jalan buka,3.0,2.0
1720,timpal,2.0,1.0
1721,tongkrong,1.0,1.0
1722,ajar,1.0,1.0
1723,rindu,2.0,1.0
1724,tahu,4.0,1.0
1725,isi,2.0,1.0
1726,manfaat,5.0,1.0
1727,masyhur,4.0,1.0
1728,pergi,1.0,1.0
1729,mohon diri,2.0,2.0
1730,capai,4.0,1.0
1731,tata,3.0,1.0
1732,kerja,2.0,1.0
1733,sokong,3.0,1.0
1734,latih diri,4.0,2.0
1735,persen,2.0,1.0
1736,rasai,1.0,1.0
1737,para,2.0,1.0
1738,sangkut,2.0,1.0
1739,taruh hati,3.0,2.0
1740,alam,2.0,1.0
1741,selesai,2.0,1.0
1742,rusuh,1.0,1.0
1743,akar,2.0,1.0
1744,sambut,3.0,1.0
1745,tulang,2.0,1.0
1746,kini,3.0,1.0
1747,cerita,2.0,1.0
1748,cari ilmu,4.0,2.0
1749,ana,2.0,1.0
1750,hitung,1.0,1.0
1751,tafsir,2.0,1.0
1752,laden,3.0,1.0
1753,suka,3.0,1.0
1754,bingkis,4.0,1.0
1755,operasi,1.0,1.0
1756,pudar,2.0,1.0
1757,ikhtiar,3.0,1.0
1758,amal,4.0,1.0
1759,gila,3.0,1.0
1760,kam,2.0,1.0
1761,kucil,1.0,1.0
1762,kesah,2.0,1.0
1763,ganjar balas,1.0,2.0
1764,tinggi,3.0,1.0
1765,dahulu,2.0,1.0
1766,puji,4.0,1.0
1767,mimpi,2.0,1.0
1768,denyut,2.0,1.0
1769,pemuda,2.0,1.0
1770,gambar,2.0,1.0
1771,tukar,1.0,1.0
1772,hadiah,4.0,1.0
1773,telungkup,1.0,1.0
1774,pandang,1.0,1.0
1775,baik,3.0,1.0
1776,tarik,2.0,1.0
1777,cakap,2.0,1.0
1778,panjat doa,4.0,2.0
1779,imbal,1.0,1.0
1780,mukim,2.0,1.0
1781,kenang,3.0,1.0
1782,anugerah,3.0,1.0
1783,meni,4.0,1.0
1784,mikat,2.0,1.0
1785,rengkuh,1.0,1.0
1786,jenak,1.0,1.0
1787,mulai,1.0,1.0
1788,gores,1.0,1.0
1789,terima,2.0,1.0
1790,sila,1.0,1.0
1791,silah,3.0,1.0
1792,poin,2.0,1.0
1793,bunyi,2.0,1.0
1794,telaah,2.0,1.0
1795,dansa,3.0,1.0
1796,buah,2.0,1.0
1797,cepat,3.0,1.0
1798,hidang,2.0,1.0
1799,selawat,3.0,1.0
1800,kesima,4.0,1.0
1801,daya guna,4.0,2.0
1802,buat,1.0,1.0
1803,tiada,1.0,1.0
1804,ibadat,4.0,1.0
1805,jadi,1.0,1.0
1806,layak,3.0,1.0
1807,gelincir,1.0,1.0
1808,simpul,3.0,1.0
1809,mutu,3.0,1.0
1810,pengaruh,3.0,1.0
1811,bara,2.0,1.0
1812,nikmat,3.0,1.0
1813,atur,4.0,1.0
1814,awat,5.0,1.0
1815,redam,1.0,1.0
1816,luk,3.0,1.0
1817,suplai,2.0,1.0
1818,awal,2.0,1.0
1819,sembul,1.0,1.0
1820,susut,1.0,1.0
1821,tuju,3.0,1.0
1822,tegur,2.0,1.0
1823,tangan,1.0,1.0
1824,lupa,1.0,1.0
1825,pelamin,4.0,1.0
1826,sembur,1.0,1.0
1827,biasa,2.0,1.0
1828,nila,2.0,1.0
1829,asket,2.0,1.0
1830,karena allah,2.0,2.0
1831,sesal,1.0,1.0
1832,tutup mulut,1.0,2.0
1833,gelanggang,2.0,1.0
1834,hias,3.0,1.0
1835,beli,2.0,1.0
1836,curiga,1.0,1.0
1837,makin,2.0,1.0
1838,colok,2.0,1.0
1839,cekat,2.0,1.0
1840,prihatin,2.0,1.0
1841,tanding,2.0,1.0
1842,dua,1.0,1.0
1843,taat,3.0,1.0
1844,damping,1.0,1.0
1845,arti,1.0,1.0
